,UniversityName,Address,State,Type,CreateDT
751,AMITY University ,"Uttar Pradesh Gautam Budh Nagar ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
752,Babu Banarasi Das University,"55, Babu Banarasi Das Nagar Lucknow ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
753,Bareilly International University,"Rohilkhand Medical College Campus Pilibhit Bypass Road Bareilly,  Uttar Pradesh - 243006 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
754,Bennett University,"Plot No.8-11, TechZone II, Greater Noida,  Uttar Pradesh - 201 310 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
755,Dr. Ram Manohar Lohia Institute of Medical Sciences,"Vibhuti Khand, Gomti Nagar, Lucknow,  Uttar Pradesh - 226010 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
756,Era University,"Sarfarazganj Hardoi Road Lucknow,  Uttar Pradesh - 226003 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
757,G L A University,"17 km. Stone, NH#2, Mathura-Delhi Highway, Po-Chaumuhan, Mathura ,  Uttar Pradesh - 281 406  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
758,Galgotias University,"Plot No.2 Sec 17-A Yamuna Expressway  Gautam Budh Nagar,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
759,IFTM University,"Lodhipur Rajput ,delhi Road Moradabad-244 102 ,  Uttar Pradesh - 244 102 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
760,IIMT University,"""O"" Pocket, Ganga Nagar Mawana Road Meerut,  Uttar Pradesh - 250001 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
761,Integral University ," Dasauli, P.O. Bas-ha Kursi Road Lucknow  ,  Uttar Pradesh - 226 026 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
762,Invertis University,"Invertis Village, Bareily-Lucknow National Highway -24, Bareily, U.P. NULL,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
763,J.S. University,"Shikohabad Firozabad Uttar pradesh,  Uttar Pradesh - 283135 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
764,Jagadgura Rambhadracharya Handicapped University,"Chitrakoot, Karwi   ,  Uttar Pradesh - 210 204 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
765,Jaypee University,"Aligarh Road, Anoopshahar Dist. Bulandshahar ,  Uttar Pradesh - 203 390 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
766,Maharishi University of Information Technology,"Maharishi Bal Vidya Mandir & University Campus Sitapur Road, Post-Diburia Lucknow,  Uttar Pradesh - 226020 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
767,Mangalayatan University,"Extended NCR, 33rd Milestone Mathura-Aligarh Highway Beswan Aligarh,  Uttar Pradesh - 202 145 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
768,Mohammad Ali Jauhar University,"Jauhar Nagar,Post Sigan Khera Block Saidnagar, Distt. Rampur ,  Uttar Pradesh - 244 901 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
769,Monad University ,"Monad University Campus. N.H. 24, Delhi Hapur Road Village & Post Kastla, Kasmabad, P.O Pilakhwa, Dist. Hapur   Pilkhuwa, Distt. Hapur,  Uttar Pradesh - 245101 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
770,Noida International University,"Plot 1, Sector-17 A, Greater Noida, Gautam Budh Nagar,  Uttar Pradesh - 203201 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
771,Rama University,"Rama City, G.T. Road Mandhana, Kanpur ,  Uttar Pradesh - 209 217 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
772,Sanskriti University,"28 K.M. Stone, Mathura-Delhi Highway, Chhata, Mathura,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
773,Sharda University,"Gautam Budh Nagar Grerater Noida ,  Uttar Pradesh -  ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
774,Shiv Nadar University,"Village Chithera Tehsil Dadri Distt. Gautam Budh Nagar ,  Uttar Pradesh - 203207 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
775,Shobhit University,"Adarsh Institutional Area Babu Vijendra Marg Gangoh, Distt.- Saharanpur,  Uttar Pradesh - 247 341 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
776,Shri Ramswaroop Memorial University,"Vill-Hadauri, Post-Tindola, Lucknow-Deva Road, Barabanki,,  Uttar Pradesh - 225003 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
777,Shri Venkateshwara University,"NH-24, Vankateshwara Nagar, Rajabpur  Gajraula, Distt:- Amroha,,  Uttar Pradesh - 244 236 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
778,Swami Vivekananda Subharti University,"Delhi - Haridwar Subhartipuram, NH-58, Delhi-Haridwar  Bypass Road, Meerut ,  Uttar Pradesh - 250 005 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
779,Teerthanker Mahaveer University,"Delhi Road, Moradabad  ,  Uttar Pradesh - 244001 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
780,The Glocal University,"Delhi-Yamunotri Marg (State Highway-57) Mirzapur Pole, Saharanpur Uttar Pradesh,  Uttar Pradesh - 247121 ",Uttar Pradesh,State Private University,2020-02-23 11:27:02.440298
781,Ahmedabad University ,"Navrangpura  Ahmedabad ,  Gujarat - 380 009 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
782,Anant National University,"Sanskardham Campus, Bhopal-Ghuma-Sanand Road Ahmedabad,  Gujarat - 382115 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
783,Atmiya University,"Yogidham Gurukul Kalawad Road  Rajkot,  Gujarat - 360005 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
784,AURO University of Hospitality and Management,"Earthspace, Hazira Road Opposite ONGC,  Surat, Gujarat.,  Gujarat - 394510 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
785,Bhaikaka University,"Gokal Nagar, Karamsad ,  Gujarat - 388325 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
786,C. U. Shah University,"Surendranagar- Ahmedabad Highway Nr. Kothariya Village, Wadhwan City Surendranagar,  Gujarat - 363030 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
787,Calorx Teacher's University ,"Greenwood, Nr, Vaishnodevi Circle Sardar patel Ring Road, Oganj PO. Chandlodia, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
788,Charotar University of Science & Technology,"CHARUSAT Campus, At Changa, Taluka Petlad, District Anand,  Gujarat - 388421 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
789,Dhirubhai Ambani Institute of Information and Communication Technology ,"Near Indroda Circle Gandhinagar  ,  Gujarat - 382 007 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
790,G.L.S. University,"Gujarat Law Society Campus Opp. Law Garden Ellisbridge, Ahmedabad,  Gujarat - 380006 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
791,Ganpat University ,"Ganpat Vidyanagar, Mehsana Goazaria Highway District Mehsana,  Gujarat - 382 711 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
792,Gokul Global University,"Gokul Educational Campus Near G. R. S. L., Sujanpur Patia Sidhpur, Dist- Patan,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
793,GSFC University,"Vigyan Bhavan PO Fertilizernagar Dist. Vadodara,  Gujarat - 391750 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
794,Gujarat Maritime University,"Gandhinagar  ,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
795,Indian Institute of Public Health,"Opposite Air-Force Headquarters Gandhinagar Near Lekawada Bus Stop, Gandhinagar-Chiloda road CRPF, P. O. Lekawada, Gandhinagar,  Gujarat - 382042 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
796,Indrashil University,"P. O. Rajpur, Kadi, Mehsana,  Gujarat - 382740 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
797,Indus University,"Indus Campus Rancharda, Via-Thaltej Ahmedabad,  Gujarat - 382 115 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
798,Institute of Advanced Research,"Institutional Area, Koba, Gandhinagar,  Gujarat - 382007 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
799,ITM Vocational University,"Plot No. 6512, Ajwa Nimeta Road, Raaval Taluka Waghodia, Vadodara,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
800,Kadi  Sarva Vishwavidyalaya," Sarva  Vidyalaya Campus Sector 15/23, Gandhinagar ,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
801,Karnavati University,"907/A, Uvarsad Ghandhinagar, ,  Gujarat - 382422 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
802,Lakulish Yoga University,"Lotus View, Opp. Nirma University, S.G. Highway, Chharodi, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
803,Marwadi University,"Rajkot-Morbi Highway,  Rajkot ,  Gujarat - 360003 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
804,Navrachana University,"Vasna Bhayli Road Vadodara Gujarat,  Gujarat - 391 410 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
805,Nirma University,"Sarkhej,Gandhinagar Highway Village - Chharodi Ahmedabad,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
806,P. P. Savani University,"NH 8, GETCO, Near Biltech Village: Dhamdod, Kosamba, Ta.: Mangrol, Dist.: Surat,  Gujarat - 394125 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
807,Pandit Deendayal petroleum University,"At Raisan, Dist.Gandhinagar  ,  Gujarat -  ",Gujarat,State Private University,2020-02-23 11:27:02.440298
808,Parul University,"PO Limda Tal - Waghodia Dist. Vadodara,  Gujarat - 391760 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
809,Plastindia International University,"Dungra, GIDC, Vapi,  Dist-Valsad,  Gujarat - 396195 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
810,Rai University,"Saroda, Dholka Taluka  Ahmedabad, Gujarat  ,  Gujarat - 382 260 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
811,RK University,"Rajkot-Bhavnagar Highway Kasturbadham Rajkot ,  Gujarat - 360 020 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
812,Sankalchand Patel University,"Sankalchand Patel vidyadham, Visnagar-384315 Gujarat,  Gujarat - 384315 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
813,Shreyarth University,"C/o Gujarat Samachar Bhavan, Khanpur, Ahmedabad,  Gujarat - 380001 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
814,Silver Oak University,"S.G. Highway, Gota, Ahmedabad,  Gujarat - 382481 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
815,Swarnim Startup & Innovation University,"Bhoyan Rathod, Opp. IFFCO, Adalaj-Sertha Road, Gandhinagar,  Gujarat - 382420 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
816,Team Lease Skills University,"Tarsali-Vadodara Road Tarsali Bypass, Vadodara ,  Gujarat - 390 009 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
817,UKA Tarsadia University,"Maliba Campus, Gopal Vidyanagar Baroli-Mahuva Road Dist. Surat, Gujarat  ,  Gujarat - 394 350 ",Gujarat,State Private University,2020-02-23 11:27:02.440298
818,A.K.S. University ,"Satna, Madhya Pradesh  ,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
819,Amity University,"Maharajpura (Opposite Airport) Gwalior  ,  Madhya Pradesh - 474 005 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
820,Avantika University,"Vishwanathpuram, Lekoda Village Ujjain,  Madhya Pradesh - 456006 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
821,Bhabha University,"NH-12, Hoshangabad,  Jatkhedi,  Bhopal,  Madhya Pradesh - 462026 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
822,Dr C V Raman University,"Khandwa-Indore Road Post-Chhaigaon Makhan Khandwa,  Madhya Pradesh - 450771 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
823,Dr. A.P.J Abdul Kalam University,"Indore-Dewas Bypass Road Village- Arandia,  Post- Jhalaria,Indore,  Madhya Pradesh - 452016 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
824,G.H Raisoni University,"Vill-Saikheda,Dhoda Borgaon, Tah-Saunsar, Dist-Chhindwara,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
825,I.E.S. University,"IES Campus  Ratibad Main Road Bhopal,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
826,ITM University,"Opp. Sithouli Rly. Station NH-75, Jhansi Road Gwalior,  Madhya Pradesh - 474001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
827,Jagran Lakecity University,"Gram Panchayat Mugaliya Chhap Tehsil Huzur, Bhopal ,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
828,Jaypee University of Engineering & Technology,"AB Road Raghogarh Distt, Guna,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
829,LNCT University,"JK Town Sarvadharam C sector, Kolar Road, Bhopal,  Madhya Pradesh - 462024 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
830,Madhyanchal Professional University,"Patel Group of Institutions Campus,  Ratibad, Bhopal ,  Madhya Pradesh - 462044 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
831,Maharishi Mahesh Yogi Vedic Vishwavidyalaya,"Jabalpur  ,  Madhya Pradesh - 482001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
832,Malwanchal University,"Index City,NH-59A, Nemawar Road, Near Khundel, District-Indore,  Madhya Pradesh - 452016 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
833,Mandsaur University,"By-pass Square, Rewas Dewda Road Sh-31, Mandsaur,  Madhya Pradesh - 458001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
834,Mangalayatan University,"NH-30, Mandla Road, Near Shrda Devi Mandir, Richai-Barela, Jabalpur,  Madhya Pradesh - 483001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
835,Mansarovar Global University,"Village Gadia and Ratnakhedi, Block-Bilkisganj Sehore,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
836,Medi-Caps University,"A B Road,  Pigdamber, Rau Indore,  Madhya Pradesh - 453331 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
837,Oriental University,"Opp. Rewati Range Gate No.01  Post Aurobindo, Sanwer Road, Jakhya, Indore ,  Madhya Pradesh - 453 555 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
838,P.K. University,"Village - Thanara,Teh - Karera, NH-27, Shivpuri District - Shivpuri,  Madhya Pradesh - 473551 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
839,People's University,"Bhanpur , Bhopal Madhya Pradesh-462037  ,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
840,Rabindranath Tagore University (formerly known as AISECT University),"Chiklod Road, Near Bangrasia Chouraha Bhopal  ,  Madhya Pradesh - 462047 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
841,Renaissance University,"Survey Number-34/2, 51/1/1 Gram Reoti, Sanwer Road, Behind Aurobindo Hospital, Indore,  Madhya Pradesh - 452015 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
842,RKDF University,"Airport By Pass Road Gandhi Nagar Bhopal,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
843,Sage University,"Kailod Kartal, Indore-Dewas Bypass Road, Rau, Indore,  Madhya Pradesh - 452020 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
844,Sardar Patel University,"Sardar Patel Knowledge City Waraseoni Road, Dongariya Balaghat,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
845,Sarvepalli Radhakrishnan University,"NH-12, Hoshangabad Road Jatkhedi, Bhopal,  Madhya Pradesh -  ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
846,Shri Krishna University,"NH-86, Village Chowka, Sagar Road, Chhatarpur,  Madhya Pradesh - 471001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
847,Shri Vaishnav Vidyapeeth Vishwavidyalaya,"Sanwer Road Indore Madhya Pradesh,  Madhya Pradesh - 453111 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
848,Sri Satya Sai University of Technology & Medical Sciences,"Bhopal - Indore Road Opposite Pachama Oil Fed Plant Pachama Sehore,  Madhya Pradesh - 466001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
849,Swami Vivekanand University,"N.H.26, Narsingpur Road, Sironja Sagar ,  Madhya Pradesh - 470 228 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
850,Symbiosis University of Applied Sciences (SUAS),"Bada Bangadda,  Super Corridor, Indore,  Madhya Pradesh - 452001 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
851,Techno Global University,"Lateri Road Sirouj (Near Gosala) Distt. Vidisha,  Madhya Pradesh - 464228 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
852,VIT Bhopal University,"Indore National Highway, Kothrikalan, Sehore, Bhopal,  Madhya Pradesh - 466114 ",Madhya Pradesh,State Private University,2020-02-23 11:27:02.440298
853,AIPH University,"Pahala,  On Bhubneshwar-Cuttack Road, NH-5 Bhubneshwar,  Orissa - 752101 ",Orissa,State Private University,2020-02-23 11:27:02.440298
854,ASBM University,"Shiksha Vihar, PO-Bhola, Chandaka, Dist-Khurdha, Bhubaneswar,  Orissa - 754012 ",Orissa,State Private University,2020-02-23 11:27:02.440298
855,Birla Global University,"IDCO Plot No-2 Institutional Area,VIII-Gothapatna, P.S-Chandaka,Bhubaneswar,  Orissa - 751029 ",Orissa,State Private University,2020-02-23 11:27:02.440298
856,Centurion  University  of Technolgy and Management,"Village Alluri Nagar Via-Uppalada, Paralakhemundi NULL,  Orissa - 761 211 ",Orissa,State Private University,2020-02-23 11:27:02.440298
857,Gandhi Institute of Engineering & Technology University.,"Gunupur, Distt. Rayagada, Odisha,  Orissa - 765022 ",Orissa,State Private University,2020-02-23 11:27:02.440298
858,Sri Sri University,"Sri Sri Vihar, Vidyadharpur Arilo,  Godi Sahi, Ward No. 3 Cuttack  Odisha.,  Orissa - 754006 ",Orissa,State Private University,2020-02-23 11:27:02.440298
859,Xavier university,"Bhubaneswar  ,  Orissa -  - 751013 ",Orissa,State Private University,2020-02-23 11:27:02.440298
860,Bhagwant Global University,"Village & Post- Uttari Jhandi Chaur Tehsil- Kotdwar, Distt.- Pauri Garhwal ,  Uttarakhand - 246149 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
861,Dev Sanakrit Vishwavidyalaya,"Gayatrikunj Shantikunj Haridwar,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
862,DIT University,"Mussourie-Diversion Road Makkawala, Dehradun ,  Uttarakhand - 248009 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
863,Graphic Era Hill University,"600, Bell Road, Clement Town  Dehradun (Main campus at Dehradun,  Second campus at Garhwal Region (Belkhet Gram, District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital, Dehradun (Uttarakhand),  Uttarakhand - 248 002 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
864,Himalayan Garhwal University,"Dhaid Gaon, Shiv Nagar Block Pokhra Distt. Pauri Garhwal,  Uttarakhand - 246169 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
865,Himgiri Zee University,"Dehradun  ,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
866,IMS Unison University,"Makkawala Greens, Mussorie Diversion Road, Dehradun ,  Uttarakhand - 248009 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
867,Motherhood University,"Village- Karondi post - Bhagwanpur Roorkee, Distt. Hardwar,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
868,Quantum University,"Mandawar (22 km Milestone), Roorkee-Dehradun highway (NH-73) Roorkee,  Uttarakhand - 247167 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
869,Ras Bihari Bose Subharti university,"Subhartipuram Kotda Santaur, Aamwala Road, P.O.- Chandanwadi, Nanda ki Chowki, Prem Nagar, Dehradun,  Uttarakhand - 248007 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
870,Sardar Bhagwan Singh University,"Balawala Dehradun Uttarakhand,  Uttarakhand - 248161 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
871,Shri Guru Ram Rai University,"Patel Nagar Dehradun ,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
872,Swami Rama Himalayan University,"Swami Ram Nagar  PO-Doiwala, Dehradun ,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
873,The ICFAI University,"Central Hope Town, Rajawala Road, Selaqui, Dehradun,  Uttarakhand - 248 197 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
874,University of Patanjali ,"Mahrish Dayanad Gram,Delhi Haridwar National Highway, Near Bahadrabad Haridwar,  Uttarakhand -  ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
875,University of Petroleum and Energy Studies,"Energy Acres, P.O. Bidholi, Via Prem Nagar Dehradun ,  Uttarakhand - 248 007 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
876,Uttaranchal University,"Arcadia Grant P.O. Chandanwari Prem Nagar, Dehradun,  Uttarakhand - 248007 ",Uttarakhand,State Private University,2020-02-23 11:27:02.440298
877,Al-Falah University,"Faridabad  ,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
878,AMITY University ,"Haryana Amity Education Valley Panchgaon, Manesar Distt.Gurgaon,  Haryana - 122413 ",Haryana,State Private University,2020-02-23 11:27:02.440298
879,Ansal University ,"Gurgaon, Haryana. Sector 55, Golf Course Road, Gurugram,  Haryana - 122003 ",Haryana,State Private University,2020-02-23 11:27:02.440298
880,Apeejay Stya University,"Sohna-Palwal Road, Sohna, Gurgaon ,  Haryana - 122 103 ",Haryana,State Private University,2020-02-23 11:27:02.440298
881,Ashoka University,"Plot No. 2 Rajiv Gandhi Education City,Kundli,NCR NCR Sonepat, Haryana ,  Haryana - 131 028 ",Haryana,State Private University,2020-02-23 11:27:02.440298
882,Baba MastNath University,"Asthal Bohar,  Rohtak, Haryana. ,  Haryana - 124 021 ",Haryana,State Private University,2020-02-23 11:27:02.440298
883,BML Munjal University,"67th KM Stone NH-8, Village Sidhrawali,  Gurugram,  Haryana - 122413 ",Haryana,State Private University,2020-02-23 11:27:02.440298
884,GD Goenka University,"G D Goenka Education City, Sohna Gurgaon Road,Sohna, Haryana Sohna Gurgaon Road Sohna, Haryana,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
885,IILM University,"1 Knowledge Centre Golf course Road Sector-53, Gurugram,  Haryana - 122003 ",Haryana,State Private University,2020-02-23 11:27:02.440298
886,Jagan Nath University,"State Highway 22,  Bahadurgarh-Jhajjar Road, Jhajjar ,  Haryana - 124507  ",Haryana,State Private University,2020-02-23 11:27:02.440298
887,K.R. Mangalam University,"Sohna Road, Gurgaon, Delhi - NCR  ,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
888,M.V.N. University,"74th KM mile stone, NH-2,  Delhi-Agra Highway,  Palwal,  Haryana - 121105 ",Haryana,State Private University,2020-02-23 11:27:02.440298
889,Maharishi Markandeshwar University,"Sadopur-Ambala  ,  Haryana - 134007 ",Haryana,State Private University,2020-02-23 11:27:02.440298
890,Manav Rachna University,"Sector-43, Delhi-Surajkund Road, Faridabad,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
891,NIILM University,"99 Km Milestone, Main NH-65 Ambala Road, Kaithal ,  Haryana - 136 027 ",Haryana,State Private University,2020-02-23 11:27:02.440298
892,O.P. Jindal Global University,"Sonipat  ,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
893,Om Sterling Global University,"NH-52, Hisar-Chandigarh Road, Hisar,  Haryana - 125001 ",Haryana,State Private University,2020-02-23 11:27:02.440298
894,PDM University,"Post Box No.-15, Sector-3A, Sarai Aurangabad, Bahadurgarh Haryana,  Haryana - 124507 ",Haryana,State Private University,2020-02-23 11:27:02.440298
895,Shree Guru Gobind Singh Tricentenary University ,"Farukh Nagar Road, Budhera Distt., Gurgaon, Haryana - 122 505 ,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
896,SRM University,"Plot No. 39, Rajiv Gandhi Education City  Sonepat ,  Haryana - 11029 ",Haryana,State Private University,2020-02-23 11:27:02.440298
897,Starex University,"NH-8, Vill., Binola, P.O. Bhorakalan, Gurugram,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
898,The Northcap University ,"HUDA, Sector 23-A, Gurgaon   ,  Haryana - 122 017 ",Haryana,State Private University,2020-02-23 11:27:02.440298
899,World University Of Design,"Plot No. 1, Rajiv Gandhi Education City, Sonipat, Haryana 131029  ,  Haryana -  ",Haryana,State Private University,2020-02-23 11:27:02.440298
900,Ajeenkya D.Y. Patil University,"Charholi  Budruk Via Lohegaon, Pune,  Maharashtra - 412105 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
901,Amity University,"Mumbai-Pune Expressway, Bhatan,Post - Somathne, Panvel,Mumbai,  Maharashtra - 410206 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
902,Chhatrapati Shivaji Maharaj University,"Near Shedung Toll Plaza Old Mumbai pune highway, panvel, navi mumbai,  Maharashtra -  ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
903,D Y Patil International University,"Sector-29, Pradhikaran, Akurdi, Pune,  Maharashtra - 411044 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
904,Dr. Vishwanath Karad MIT World Peace University,"S.no.-124, Paud Road, Kothrud, Pune,  Maharashtra - 411038 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
905,Flame University,"GAT No. 1270 Village Lavale Taluka Mulshi, Pune,  Maharashtra - 411042 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
906,MGM University,"MGM Campus N-6, CIDCO, Aurangabad,  Maharashtra - 431003 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
907,MIT Art Design and Technology University,"Rajbaug,  Next to Hadapsar, Loni Kalbhor,  Pune,  Maharashtra - 412201 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
908,Mody University of Science & Technology,"Laxmangarh District - Sikar Rajasthan,  Maharashtra -  ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
909,Sandip University,"Trimbak Road Mahiravani,  Nashik, Maharashtra,  Maharashtra - 422213 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
910,Sanjay Ghodawat University,"A/P-Atigre, Tal-Hatkanangale, Dist-Kolhapur ,  Maharashtra - 416118 ",Maharashtra,State Private University,2020-02-23 11:27:02.440298
